categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;15/11/2021;19:40:34;7;FLORES;;2596;-34.6261407117019;-58.4669128258614;App BA 147;Masculino;Cerrado;17/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;08:10:37;11;VILLA GRAL. MITRE;;2010;-34.6043048031214;-58.4643024199562;GCS Web;Femenino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;16/11/2021;16:34:02;13;COLEGIALES;;1499;-34.5725373168024;-58.4577295919652;GCS Web;Masculino;Cerrado;25/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;16/11/2021;10:44:30;2;RECOLETA;;2491;-34.5990973856628;-58.402334384353;GCS Web;Masculino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;10:45:14;3;SAN CRISTOBAL;;1822;-34.6182639661296;-58.39212968378679;GCS Web;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;16/11/2021;01:04:57;15;VILLA CRESPO;;5267;-34.5992608522929;-58.4393233094281;App BA 147;Masculino;Cerrado;23/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;14:04:31;5;BOEDO;;3567;-34.6311598758541;-58.4154463714655;GCS Web;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;13:46:27;15;VILLA CRESPO;;468;-34.5994480652397;-58.4373722037625;GCS Web;Masculino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;16/11/2021;16:25:03;10;MONTE CASTRO;;4700;-34.6183078631732;-58.5055585638779;GCS Web;Femenino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;23:17:01;7;FLORES;;2180;-34.6379570485827;-58.4522092377896;App BA 147;Masculino;Cerrado;25/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;15:50:31;10;VILLA LURO;;553;-34.6427759987831;-58.4980055789504;GCS Web;Masculino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;15:33:48;13;BELGRANO;;2487;-34.5661275300737;-58.4544110346719;GCS Web;Masculino;Cerrado;25/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;16/11/2021;14:41:56;1;MONSERRAT;;754;-34.6177365376813;-58.3915962787667;GCS Web;Masculino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;17/11/2021;12:05:56;5;ALMAGRO;;943;-34.5989456517769;-58.4147594611437;GCS Web;Masculino;Cerrado;01/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;17/11/2021;07:39:14;14;PALERMO;;1332;-34.59614653900211;-58.4169461690391;GCS Web;Masculino;Cerrado;25/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;17/11/2021;15:41:27;3;BALVANERA;;2231;-34.6184007958471;-58.3980146109994;Operador GCBA;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;17/11/2021;08:49:02;14;PALERMO;;1280;-34.593129944424;-58.4284685089318;GCS Web;Femenino;Cerrado;18/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;17/11/2021;17:25:32;9;LINIERS;;6503;-34.6414439131935;-58.5186666742222;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;10:30:04;1;SAN NICOLAS;;474;-34.6028477356178;-58.3795591919548;GCS Web;Masculino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;13:27:34;13;COLEGIALES;;884;-34.5771443654478;-58.45126508405561;App BA 147;Masculino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;12:51:30;4;BOCA;;841;-34.6385183596393;-58.364842222165;App BA 147;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;18/11/2021;13:50:29;13;COLEGIALES;;2411;-34.5702671793571;-58.4451470488188;GCS Web;Femenino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;12:17:39;1;SAN NICOLAS;;1291;-34.6086460488303;-58.3847080063725;GCS Web;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;20:15:32;10;VELEZ SARSFIELD;;4699;-34.6266950386446;-58.4967201617566;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;18/11/2021;20:10:07;10;VELEZ SARSFIELD;;4677;-34.6266080518472;-58.4966210754934;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;19/11/2021;10:05:09;6;CABALLITO;;1620;-34.6231684822971;-58.45436712860251;GCS Web;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;19/11/2021;16:54:45;3;BALVANERA;;80;-34.61029726879701;-58.3974700235256;GCS Web;Femenino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;19/11/2021;10:24:35;6;CABALLITO;;1610;-34.6231331366888;-58.4542818102452;GCS Web;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;19/11/2021;02:19:08;7;FLORES;;3302;-34.6193273507674;-58.4717616335253;GCS Web;Femenino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;19/11/2021;22:34:45;4;BOCA;;841;-34.6385183596393;-58.364842222165;App BA 147;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;19/11/2021;09:42:08;4;NUEVA POMPEYA;;102;-34.6405279305483;-58.415977626283;GCS Web;Masculino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/11/2021;19:46:26;4;BARRACAS;;1853;-34.6471097495096;-58.3682942487245;GCS Web;Masculino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/11/2021;20:29:40;1;SAN NICOLAS;;1695;-34.6078729172286;-58.3905419149424;App BA 147;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/11/2021;13:53:21;2;RECOLETA;;2652;-34.5937287383163;-58.4045418464018;GCS Web;Masculino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/11/2021;19:43:47;2;RECOLETA;;1802;-34.5892033525308;-58.4018723706956;GCS Web;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;20/11/2021;17:46:43;12;SAAVEDRA;;3991;-34.55660853820989;-58.48223678031179;App BA 147;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;21/11/2021;20:07:14;3;BALVANERA;;2177;-34.6083036228433;-58.3973561860665;GCS Web;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;22/11/2021;16:09:21;10;VILLA REAL;;6007;-34.624826598086;-58.5255514991697;GCS Web;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;22/11/2021;17:07:48;13;BELGRANO;;1635;-34.5575788526864;-58.4492691351679;GCS Web;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;22/11/2021;13:22:47;9;LINIERS;;1269;-34.6519267773976;-58.51832728858629;GCS Web;Femenino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/11/2021;10:48:22;3;SAN CRISTOBAL;;2400;-34.6234817801744;-58.3991298064667;App BA 147;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/11/2021;22:47:05;15;VILLA CRESPO;;589;-34.6054233613915;-58.43909169158221;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/11/2021;15:44:53;3;BALVANERA;;2218;-34.6096607234584;-58.3978494482031;App BA 147;Masculino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/11/2021;15:23:33;5;BOEDO;;4174;-34.6217224827783;-58.42476976767329;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;23/11/2021;19:41:22;3;SAN CRISTOBAL;;2400;-34.6234817801744;-58.3991298064667;App BA 147;Femenino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;23/11/2021;18:43:43;14;PALERMO;;1820;-34.5885002095396;-58.4259781797896;App BA 147;Femenino;Cerrado;01/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;23/11/2021;01:37:56;7;FLORES;;2908;-34.6295341968815;-58.4704580770605;App BA 147;Masculino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;23/11/2021;01:43:51;7;FLORES;;3110;-34.6302077999947;-58.4730873473236;App BA 147;Masculino;Cerrado;24/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;24/11/2021;11:03:16;3;BALVANERA;;492;-34.6043562200762;-58.410530054204;App BA 147;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;24/11/2021;11:37:03;7;FLORES;;76;-34.62980407395261;-58.4623034696186;GCS Web;Femenino;Cerrado;01/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;00:18:49;1;SAN TELMO;;990;-34.61934334012739;-58.3714974579836;GCS Web;Femenino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;17:12:40;6;CABALLITO;;801;-34.6109791888602;-58.4437309546547;Operador GCBA;Femenino;Cerrado;29/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;11:59:43;11;VILLA GRAL. MITRE;;2210;-34.6130305702446;-58.4682775875692;Operador GCBA;Femenino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;24/11/2021;18:52:16;7;FLORES;;2594;-34.626135525858;-58.46689638223661;App BA 147;Masculino;Cerrado;01/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;16:17:22;1;SAN TELMO;;984;-34.61934334012739;-58.3714974579836;Operador GCBA;Masculino;Cerrado;30/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;18:30:33;15;VILLA CRESPO;;69;-34.602696698853;-58.4335395466077;App BA 147;Femenino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;24/11/2021;11:59:12;9;MATADEROS;;2319;-34.6616167387691;-58.5014162359756;Operador GCBA;Masculino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;25/11/2021;01:15:28;14;PALERMO;;4585;-34.5943998214749;-58.4297271956662;App BA 147;Femenino;Cerrado;02/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;25/11/2021;09:31:46;4;BARRACAS;;1652;-34.6486945881491;-58.3717795427612;GCS Web;Masculino;Cerrado;09/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/11/2021;12:32:51;9;MATADEROS;;1514;-34.6523366336098;-58.4922586678081;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/11/2021;22:54:26;10;VILLA LURO;;58;-34.637814023759;-58.4963610654081;App BA 147;Masculino;Cerrado;26/11/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;25/11/2021;16:25:56;13;BELGRANO;;2474;-34.562613263901;-58.4663378796425;App BA 147;Femenino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;26/11/2021;23:03:24;4;BOCA;;841;-34.6385183596393;-58.364842222165;App BA 147;Femenino;Cerrado;09/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;26/11/2021;23:48:48;15;VILLA CRESPO;;342;-34.5989896248739;-58.43448683244601;App BA 147;Femenino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;26/11/2021;06:45:47;7;PARQUE CHACABUCO;;1313;-34.6347046880375;-58.4352071178823;App BA 147;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;26/11/2021;19:48:15;10;VILLA LURO;;58;-34.637814023759;-58.4963610654081;App BA 147;Masculino;Cerrado;09/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/11/2021;20:01:56;4;NUEVA POMPEYA;;4408;-34.6562126731123;-58.4104878350132;GCS Web;Femenino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/11/2021;00:58:25;13;BELGRANO;;2550;-34.5584690858301;-58.4612791078834;GCS Web;Femenino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO SIN VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;27/11/2021;00:55:14;3;BALVANERA;;2555;-34.6046491585576;-58.4029132247346;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;27/11/2021;10:31:17;4;BARRACAS;;695;-34.6322004398303;-58.3734148333363;App BA 147;Masculino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;27/11/2021;16:02:03;6;CABALLITO;;5379;-34.6082064032053;-58.4421785076002;App BA 147;Femenino;Cerrado;07/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;IRREGULARIDADES EN LA MANIPULACIÓN DE ALIMENTOS;Denuncia;28/11/2021;16:20:32;9;LINIERS;;10957;-34.6389869978785;-58.5182357915627;App BA 147;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;28/11/2021;19:19:19;2;RECOLETA;;1834;-34.5892029317731;-58.4092826116887;GCS Web;Femenino;Cerrado;06/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;HIGIENE DEFICIENTE EN ESTABLECIMIENTO CON VENTA O ELABORACIÓN DE ALIMENTOS;Denuncia;28/11/2021;20:19:30;10;FLORESTA;;238;-34.6362359574859;-58.4794310124617;GCS Web;Masculino;Abierto;;
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;INTOXICACIÓN/ENFERMEDADES POR ALIMENTOS O BEBIDAS EN MAL ESTADO;Denuncia;28/11/2021;21:06:13;4;BOCA;;270;-34.6279335497445;-58.3689062545199;App BA 147;Femenino;Cerrado;10/12/2021;00:00:00
FISCALIZACIÓN ACTIVIDADES COMERCIALES;HIGIENE Y SEGURIDAD ALIMENTARIA;ALIMENTOS Y BEBIDAS EN MALAS CONDICIONES;Denuncia;28/11/2021;16:46:53;14;PALERMO;;3368;-34.5770211357793;-58.4122084634792;App BA 147;Masculino;Abierto;;
